expedition_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
EVER12126,Everest,2012,Spring,2012-05-08,2012-05-28,2012-06-01,"Illness, AMS, exhaustion, or frostbite",8300,2,0,1,0,TRUE,Monterosa Treks
EVER12101,Everest,2012,Spring,2012-04-13,2012-05-19,2012-05-29,Success (main peak),8850,16,1,19,0,TRUE,Asian Trekking
EVER12103,Everest,2012,Spring,2012-04-17,2012-05-26,2012-05-28,Success (main peak),8850,12,0,11,0,TRUE,Asian Trekking
EVER12122,Everest,2012,Spring,2012-04-28,2012-05-25,2012-05-29,Accident (death or serious injury),8445,1,0,1,0,TRUE,Asian Trekking
EVER12102,Everest,2012,Spring,2012-04-13,2012-05-19,2012-05-28,Success (main peak),8850,11,0,11,0,TRUE,Asian Trekking
EVER11303,Everest,2011,Autumn,2011-09-07,2011-10-03,2011-10-16,Lack (or loss) of supplies or equipment,7800,3,0,0,0,FALSE,Bochi Bochi Treks
EVER12177,Everest,2012,Spring,NA,2012-05-21,NA,Lack (or loss) of supplies or equipment,8300,1,0,0,0,FALSE,Monterosa Treks
EVER12178,Everest,2012,Spring,NA,2012-05-20,NA,Success (main peak),8850,1,1,0,0,FALSE,Monterosa Treks
EVER12179,Everest,2012,Spring,NA,2012-05-20,NA,Success (main peak),8850,1,1,1,0,TRUE,Himalayan Guides
EVER12180,Everest,2012,Spring,NA,2012-05-19,NA,Success (main peak),8850,4,1,0,0,TRUE,Mountain Experience
EVER12181,Everest,2012,Spring,2012-04-15,2012-05-19,NA,Success (main peak),8850,2,0,1,0,TRUE,World Summit Explorer
EVER12182,Everest,2012,Spring,2012-04-15,2012-05-19,NA,Success (main peak),8850,1,0,2,0,TRUE,World Summit Explorer
EVER12183,Everest,2012,Spring,2012-04-06,2012-05-19,2012-05-25,Success (main peak),8850,4,0,3,0,TRUE,Himalayan Windhorse Adventure
EVER12184,Everest,2012,Spring,2012-04-06,2012-05-19,NA,Success (main peak),8850,2,0,2,0,TRUE,High Altitude Dreams?
EVER12185,Everest,2012,Spring,NA,2012-05-25,NA,Success (main peak),8850,1,0,2,0,TRUE,Numbur Himal Treks
EVER12186,Everest,2012,Spring,NA,2012-05-19,NA,Success (main peak),8850,1,0,4,0,TRUE,Seven Summit Treks
EVER12187,Everest,2012,Spring,2012-04-19,2012-05-01,2012-05-11,"Illness, AMS, exhaustion, or frostbite",6200,1,0,2,0,TRUE,Bochi Bochi Treks
EVER12301,Everest,2012,Autumn,2012-09-11,2012-09-28,2012-10-31,"Bad weather (storms, high winds)",7900,10,0,4,0,FALSE,Seven Summit Treks
EVER12188,Everest,2012,Spring,NA,2012-05-19,NA,Success (main peak),8850,18,0,28,0,TRUE,Holy Mountain Adventure
EVER12189,Everest,2012,Spring,NA,2012-05-19,NA,Success (main peak),8850,22,0,1,0,TRUE,NA
EVER12176,Everest,2012,Spring,2012-04-13,2012-05-25,2012-05-30,Success (main peak),8850,9,0,5,0,TRUE,Himalayan Guides
EVER12302,Everest,2012,Autumn,2012-09-12,2012-10-18,2012-10-21,"Illness, AMS, exhaustion, or frostbite",8000,3,0,8,0,FALSE,Bochi Bochi Treks
EVER12154,Everest,2012,Spring,2012-04-16,2012-05-18,2012-05-29,Success (main peak),8850,23,0,14,0,TRUE,Rimo Expeditions
EVER13108,Everest,2013,Spring,2013-04-12,2013-04-15,2013-04-28,"Illness, AMS, exhaustion, or frostbite",5500,1,0,0,0,FALSE,Makalu Adventure (Snowy Horizon permit)
EVER13104,Everest,2013,Spring,2013-05-13,2013-05-19,2013-05-21,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER13115,Everest,2013,Spring,2013-04-22,2013-05-19,2013-05-22,Success (main peak),8850,2,0,3,0,TRUE,Himalayan Guides
EVER13105,Everest,2013,Spring,2013-04-12,2013-05-11,2013-05-12,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER13106,Everest,2013,Spring,2013-04-12,2013-05-17,2013-05-21,Success (main peak),8850,5,0,5,0,TRUE,Peak Promotion
EVER13107,Everest,2013,Spring,2013-04-15,2013-05-20,2013-05-23,"Bad weather (storms, high winds)",7900,1,0,0,0,FALSE,Seven Summit Treks
EVER13109,Everest,2013,Spring,2013-04-14,2013-05-19,2013-05-24,Success (main peak),8850,14,0,24,0,TRUE,Himalayan Guides
EVER13111,Everest,2013,Spring,NA,2013-05-10,NA,Success (main peak),8850,25,0,29,0,TRUE,Holy Mountain Adventure
EVER13112,Everest,2013,Spring,2013-04-11,2013-05-17,2013-05-24,Success (main peak),8850,5,0,6,0,TRUE,Dream Himalaya Adventures (Dawa from Arun Treks)
EVER13113,Everest,2013,Spring,2013-04-20,2013-05-13,2013-05-25,Success (main peak),8850,7,0,6,0,TRUE,Himalayan Guides
EVER13114,Everest,2013,Spring,2013-04-15,2013-05-22,2013-05-25,Success (main peak),8850,3,0,2,0,TRUE,Thamserku Trekking
EVER13116,Everest,2013,Spring,2013-04-09,2013-05-18,2013-05-20,Success (main peak),8850,1,0,1,0,TRUE,Seven Summit Treks
EVER13117,Everest,2013,Spring,2013-04-09,2013-05-20,2013-05-24,Success (main peak),8850,1,0,1,0,TRUE,Seven Summit Treks
EVER13118,Everest,2013,Spring,2013-04-10,2013-05-21,2013-05-24,Success (main peak),8850,2,0,2,0,TRUE,Seven Summit Treks
EVER13120,Everest,2013,Spring,2013-04-19,2013-05-17,2013-05-21,"Bad weather (storms, high winds)",8300,1,0,1,0,TRUE,Seven Summit Treks
EVER13121,Everest,2013,Spring,2013-04-13,2013-05-18,2013-05-24,Success (main peak),8850,1,0,1,0,TRUE,Seven Summit Treks
EVER13122,Everest,2013,Spring,2013-04-09,2013-05-19,2013-05-23,Success (main peak),8850,5,0,6,0,TRUE,Seven Summit Treks
EVER13123,Everest,2013,Spring,2013-04-09,2013-05-17,2013-05-21,"Illness, AMS, exhaustion, or frostbite",7900,1,0,2,0,TRUE,Seven Summit Treks
EVER13128,Everest,2013,Spring,2013-04-13,2013-05-22,2013-05-26,Success (main peak),8850,11,0,6,0,TRUE,Himalayan Guides
EVER13132,Everest,2013,Spring,2013-04-15,2013-05-21,2013-05-27,Success (main peak),8850,10,0,6,0,TRUE,Himalaya Expeditions
EVER13135,Everest,2013,Spring,2013-04-15,2013-05-25,2013-05-28,Success (main peak),8850,5,0,0,0,FALSE,Cho Oyu Trekking
EVER13136,Everest,2013,Spring,2013-04-13,2013-05-23,2013-05-26,Success (main peak),8850,3,0,3,0,TRUE,High Altitude Dreams
EVER13138,Everest,2013,Spring,2013-03-27,2013-05-17,2013-05-23,Success (main peak),8850,14,0,15,0,TRUE,Arun Treks
EVER13139,Everest,2013,Spring,2013-04-19,2013-05-19,2013-05-23,Success (main peak),8850,4,0,5,0,TRUE,Himalayan Human Adventure
EVER13141,Everest,2013,Spring,2013-04-14,2013-05-13,2013-05-15,Success (subpeak),8850,4,0,3,0,TRUE,Himalayan Guides
EVER13142,Everest,2013,Spring,2013-04-13,2013-05-22,2013-05-25,Success (main peak),8850,5,0,9,0,TRUE,Expedition Himalaya
EVER13144,Everest,2013,Spring,2013-04-15,2013-05-23,2013-05-26,Success (main peak),8850,1,0,0,0,TRUE,High Altitude Dreams
EVER13146,Everest,2013,Spring,2013-04-10,2013-05-10,2013-05-13,"Illness, AMS, exhaustion, or frostbite",8400,1,0,2,0,TRUE,Seven Summit Treks
EVER13147,Everest,2013,Spring,2013-05-07,2013-05-22,2013-05-26,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER13149,Everest,2013,Spring,2013-04-15,2013-05-23,2013-05-26,"Bad weather (storms, high winds)",8300,1,0,1,0,TRUE,High Altitude Dreams
EVER13151,Everest,2013,Spring,2013-04-25,2013-05-18,2013-05-21,Success (main peak),8850,2,0,4,0,TRUE,Sherpa Shangri-La Trekking
EVER13154,Everest,2013,Spring,2013-04-28,2013-05-20,2013-05-25,Success (main peak),8850,7,0,7,0,TRUE,Cosmo Treks
EVER12190,Everest,2012,Spring,NA,NA,NA,"Bad weather (storms, high winds)",7900,1,0,1,0,TRUE,Dream Himalaya Adventures
EVER11304,Everest,2011,Autumn,2011-09-01,NA,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300,1,0,0,0,FALSE,Babu Sherpa
EVER11195,Everest,2011,Spring,2011-04-19,2011-04-29,NA,Unknown,7000,1,0,1,0,FALSE,7 Summits Adventure
EVER13155,Everest,2013,Spring,2013-04-21,2013-05-23,2013-05-26,Success (main peak),8850,10,0,10,0,TRUE,Rolwaling Excursion
EVER13156,Everest,2013,Spring,2013-04-14,2013-05-15,2013-05-23,Success (main peak),8850,1,0,2,1,TRUE,Mountain Consult
EVER13157,Everest,2013,Spring,2013-04-05,2013-05-17,2013-05-21,Success (main peak),8850,4,0,5,0,TRUE,Peak Promotion
EVER13158,Everest,2013,Spring,2013-04-13,2013-05-05,2013-05-16,Accident (death or serious injury),8000,2,1,0,0,FALSE,Cho Oyu Trekking
EVER13160,Everest,2013,Spring,2013-04-22,2013-05-19,2013-05-24,Success (main peak),8850,18,0,13,0,TRUE,Arun Treks
EVER13161,Everest,2013,Spring,2013-04-21,2013-05-19,2013-05-22,Success (main peak),8850,1,0,1,0,TRUE,Himalayan Guides
EVER13162,Everest,2013,Spring,2013-04-11,2013-05-17,2013-05-19,Success (main peak),8850,2,0,2,0,TRUE,Peak Promotion
EVER13165,Everest,2013,Spring,2013-04-17,2013-05-19,2013-05-23,Success (main peak),8850,1,0,1,0,TRUE,Seven Summit Treks
EVER13166,Everest,2013,Spring,2013-04-16,2013-05-22,2013-05-24,Success (main peak),8850,5,0,10,0,TRUE,Sherpa Shangri-La Trekking
EVER13168,Everest,2013,Spring,2013-04-14,2013-05-18,2013-05-21,Success (main peak),8850,16,0,20,0,TRUE,Sherpa Shangri-La Trekking
EVER13169,Everest,2013,Spring,2013-04-09,2013-05-16,2013-05-20,"Bad weather (storms, high winds)",8400,1,0,2,0,TRUE,Nepal Social Treks (Snowy Horizon permit)
EVER13170,Everest,2013,Spring,2013-04-09,2013-05-16,2013-05-20,Lack (or loss) of supplies or equipment,7400,1,0,1,0,TRUE,Nepal Social Treks (Snowy Horizon permit)
EVER13172,Everest,2013,Spring,2013-04-13,2013-05-19,2013-05-21,Success (main peak),8850,12,0,12,0,TRUE,Summit Nepal Trekking
EVER13174,Everest,2013,Spring,2013-04-19,2013-05-20,2013-05-24,Success (main peak),8850,1,0,1,0,TRUE,World Records Expeditions
EVER13175,Everest,2013,Spring,2013-04-14,2013-05-22,2013-05-24,Success (main peak),8850,11,0,14,0,TRUE,Expedition Himalaya
EVER13176,Everest,2013,Spring,2013-04-05,2013-05-23,2013-05-26,Success (main peak),8850,6,0,5,0,TRUE,High Altitude Dreams
EVER13177,Everest,2013,Spring,2013-04-16,2013-05-21,2013-05-22,Success (main peak),8850,8,0,10,0,TRUE,Active Holiday Nepal Treks
EVER13178,Everest,2013,Spring,2013-04-17,2013-05-23,2013-05-26,Success (main peak),8850,4,0,20,0,TRUE,Rolwaling Treks
EVER13179,Everest,2013,Spring,2013-04-09,2013-05-10,2013-05-25,Success (main peak),8850,14,0,13,0,TRUE,Mountain Experience
EVER13180,Everest,2013,Spring,2013-04-17,2013-05-19,2013-05-26,Success (main peak),8850,8,0,10,0,TRUE,Everest Parivar
EVER13181,Everest,2013,Spring,2013-04-10,2013-05-18,2013-05-15,Success (main peak),8850,42,0,65,1,TRUE,Beyul Adventure
EVER13182,Everest,2013,Spring,2013-04-05,2013-05-19,2013-05-21,Success (main peak),8850,1,0,1,0,TRUE,Seven Summit Treks
EVER13184,Everest,2013,Spring,2013-04-12,2013-04-19,2013-04-30,Other,7500,3,0,0,0,FALSE,Cho Oyu Trekking
EVER13148,Everest,2013,Spring,2013-04-11,2013-05-18,2013-05-22,Success (main peak),8850,1,0,2,0,TRUE,7 Summits Adventure
EVER13183,Everest,2013,Spring,2013-04-15,2013-05-22,2013-05-24,Success (main peak),8850,16,0,14,0,TRUE,Everest Parivar
EVER13185,Everest,2013,Spring,2013-04-19,2013-05-19,2013-05-23,Success (main peak),8850,16,1,13,0,TRUE,7 Summits Adventure
EVER13186,Everest,2013,Spring,2013-04-23,2013-05-19,2013-05-26,Success (main peak),8850,25,0,34,0,TRUE,Rimo Expeditions
EVER13173,Everest,2013,Spring,2013-04-19,2013-05-20,2013-05-24,Success (main peak),8850,4,0,5,0,TRUE,Thamserku Trekking
EVER13171,Everest,2013,Spring,2013-04-08,2013-05-19,2013-05-22,Success (main peak),8850,11,0,15,0,TRUE,Senge Treks & Expeditions
EVER13167,Everest,2013,Spring,2013-04-08,2013-05-22,2013-05-23,Success (main peak),8850,1,0,1,0,TRUE,Sherpa Shangri-La Trekking
EVER13101,Everest,2013,Spring,2013-04-14,2013-05-18,2013-05-28,Success (main peak),8850,21,0,20,0,TRUE,Asian Trekking
EVER13102,Everest,2013,Spring,2013-04-15,2013-05-19,2013-05-26,Success (main peak),8850,4,0,4,0,TRUE,Asian Trekking
EVER13119,Everest,2013,Spring,2013-04-19,2013-05-19,2013-05-21,Success (main peak),8850,11,0,12,1,TRUE,Seven Summit Treks
EVER13124,Everest,2013,Spring,NA,2013-05-24,NA,"Illness, AMS, exhaustion, or frostbite",8300,2,0,1,0,FALSE,Monterosa Treks?
EVER13125,Everest,2013,Spring,NA,NA,NA,Unknown,NA,1,0,0,0,FALSE,NA
EVER13163,Everest,2013,Spring,2013-04-12,2013-05-18,2013-05-23,Success (main peak),8850,2,0,2,0,TRUE,Loben Expeditions
EVER13126,Everest,2013,Spring,2013-04-18,2013-05-21,2013-05-26,Success (main peak),8850,8,0,8,0,TRUE,Seven Summit Treks
EVER13127,Everest,2013,Spring,NA,NA,NA,Unknown,NA,3,0,0,0,FALSE,Himalayan Sherpa Adventure?
EVER13129,Everest,2013,Spring,2013-04-15,2013-05-16,2013-05-20,Unknown,NA,1,0,1,0,FALSE,Snowy Horizon Treks
EVER13130,Everest,2013,Spring,NA,2013-05-21,NA,Success (main peak),8850,7,0,8,0,TRUE,Ever Quest Expeditions
EVER13131,Everest,2013,Spring,2013-04-17,2013-05-19,NA,Success (main peak),8850,1,0,0,0,TRUE,Seven Summit Treks
EVER13133,Everest,2013,Spring,2013-04-20,2013-05-20,2013-05-23,Success (main peak),8850,7,1,4,0,TRUE,Seven Summit Treks
EVER13134,Everest,2013,Spring,NA,2013-05-20,NA,Success (main peak),8850,1,1,0,0,FALSE,Seven Summit Treks
EVER13137,Everest,2013,Spring,NA,2013-05-19,NA,Success (main peak),8850,1,0,2,0,TRUE,Seven Summit Treks
EVER13140,Everest,2013,Spring,2013-04-11,2013-05-19,2013-05-22,Success (main peak),8850,1,0,1,0,TRUE,7 Summits Adventure
EVER13143,Everest,2013,Spring,2013-05-06,2013-05-20,2013-05-24,Success (main peak),8850,6,0,2,0,TRUE,Pemba Dorje Sherpa (Snowy Horizon permit)
EVER13145,Everest,2013,Spring,2013-05-07,2013-05-20,2013-05-22,Other,8700,1,0,0,0,FALSE,Thamserku Trekking
EVER13152,Everest,2013,Spring,2013-04-07,2013-05-13,2013-05-16,Success (main peak),8850,4,0,5,0,TRUE,Himalayan Ascent
EVER13150,Everest,2013,Spring,NA,NA,NA,Did not attempt climb,NA,1,0,0,0,FALSE,Himalayan Guides/Asian Trekking
EVER13164,Everest,2013,Spring,2013-05-09,2013-05-21,2013-05-23,Success (main peak),8850,1,0,2,0,TRUE,Seven Summit Treks
EVER13159,Everest,2013,Spring,2013-04-17,2013-05-21,2013-05-23,Success (main peak),8850,1,0,1,0,TRUE,Seven Summit Treks
EVER13153,Everest,2013,Spring,2013-04-15,2013-05-16,2013-05-20,"Bad weather (storms, high winds)",8300,2,0,2,0,TRUE,Snowy Horizon Treks
EVER13110,Everest,2013,Spring,2013-04-16,2013-05-20,2013-05-23,"Illness, AMS, exhaustion, or frostbite",7220,4,0,1,0,TRUE,Monterosa Treks
EVER12191,Everest,2012,Spring,2012-04-17,2012-05-19,2012-05-22,Success (main peak),8850,2,0,3,0,TRUE,Himalayan Guides
EVER13188,Everest,2013,Spring,2013-04-18,2013-05-22,2013-05-26,Success (main peak),8850,3,0,2,0,TRUE,Seven Summit Treks
EVER13187,Everest,2013,Spring,2013-04-12,2013-05-19,2013-05-23,Success (main peak),8850,3,0,3,0,TRUE,Loben Expeditions
EVER14117,Everest,2014,Spring,2014-04-14,2014-04-14,2014-04-21,Other,5350,2,0,1,0,FALSE,High Altitude Dreams
EVER14137,Everest,2014,Spring,2014-04-23,2014-04-23,2014-04-26,Other,5350,9,0,2,0,FALSE,Dreamers Destination Treks (Seven Summit permit)
EVER14140,Everest,2014,Spring,NA,NA,NA,Did not reach base camp,NA,11,0,0,0,FALSE,Rolwaling Treks
EVER14104,Everest,2014,Spring,2014-04-25,2014-04-25,2014-04-29,Other,5350,3,0,0,0,FALSE,Shangri-La Nepal Treks
EVER14105,Everest,2014,Spring,2014-04-16,2014-04-16,2014-04-26,Other,5350,6,0,5,0,FALSE,Shangri-La Nepal Treks
EVER14106,Everest,2014,Spring,2014-04-13,2014-04-23,2014-04-27,Other,5350,6,0,2,2,FALSE,Shangri-La Nepal Treks
EVER14107,Everest,2014,Spring,2014-04-12,2014-04-12,2014-04-27,Other,5350,12,0,1,1,FALSE,Summit Nepal Trekking
EVER14108,Everest,2014,Spring,2014-04-13,2014-04-18,2014-04-28,Accident (death or serious injury),5800,2,0,3,3,FALSE,Himalayan Guides
EVER14111,Everest,2014,Spring,2014-04-09,2014-04-18,2014-04-24,Other,5700,9,0,8,0,FALSE,Shangri-La Nepal Treks
EVER14109,Everest,2014,Spring,2014-04-10,2014-04-22,2014-04-25,Other,5350,12,0,12,1,FALSE,Senge Treks & Expeditions
EVER14110,Everest,2014,Spring,2014-04-11,2014-04-12,2014-04-25,Other,6400,10,0,12,0,FALSE,High Altitude Dreams
EVER14112,Everest,2014,Spring,2014-04-05,2014-04-05,2014-04-18,Other,5350,7,0,7,0,FALSE,Ever Quest Expeditions
EVER14113,Everest,2014,Spring,2014-04-12,2014-04-12,2014-04-19,Accident (death or serious injury),5350,7,0,12,0,FALSE,Himalayan Guides
EVER14114,Everest,2014,Spring,2014-04-12,2014-04-18,2014-05-04,Accident (death or serious injury),5800,8,0,24,4,FALSE,Himalayan Guides
EVER14115,Everest,2014,Spring,2014-04-11,2014-04-11,2014-04-26,Other,5800,8,0,23,0,FALSE,Expedition Himalaya
EVER14116,Everest,2014,Spring,2014-03-10,2014-04-10,2014-05-02,Other,5350,22,0,20,0,FALSE,Mountain Experience
EVER14101,Everest,2014,Spring,2014-04-14,2014-04-14,2014-04-28,Other,5350,18,0,0,0,FALSE,Asian Trekking
EVER14102,Everest,2014,Spring,2014-04-12,2014-05-24,2014-05-31,Success (main peak),8850,14,0,11,0,TRUE,Asian Trekking
EVER14121,Everest,2014,Spring,NA,2014-05-23,NA,Success (main peak),8850,8,0,27,0,TRUE,Holy Mountain Adventure
EVER14119,Everest,2014,Spring,2014-04-18,2014-04-18,2014-05-07,Other,5350,10,0,0,0,FALSE,Everest Parivar
EVER14120,Everest,2014,Spring,2014-04-23,2014-05-24,2014-05-28,"Bad weather (storms, high winds)",8300,1,0,0,0,FALSE,Thamserku Trekking
EVER14122,Everest,2014,Spring,2014-04-15,2014-05-25,2014-05-29,Success (main peak),8850,4,0,4,0,TRUE,Seven Summit Treks
EVER14130,Everest,2014,Spring,2014-04-18,2014-04-18,2014-04-28,Other,5350,1,0,0,0,FALSE,Himalaya Expeditions/Seven Summit Treks
EVER14131,Everest,2014,Spring,2014-04-15,NA,2014-04-28,Other,5350,1,0,1,0,FALSE,Seven Summit Treks
EVER14142,Everest,2014,Spring,2014-04-11,2014-04-15,2014-04-25,Other,5600,1,0,2,0,FALSE,Peak Promotion
EVER14128,Everest,2014,Spring,2014-05-14,2014-05-25,2014-05-28,"Bad weather (storms, high winds)",8500,2,0,1,0,FALSE,Thamserku Trekking
EVER14129,Everest,2014,Spring,2014-04-15,2014-05-25,2014-05-28,Success (main peak),8850,11,0,14,0,TRUE,Active Holiday Nepal Treks
EVER14125,Everest,2014,Spring,2014-04-14,2014-04-14,2014-04-27,Other,5350,2,0,2,0,FALSE,Himalayan Guides
EVER14132,Everest,2014,Spring,2014-04-19,2014-04-19,2014-04-25,Other,5350,6,0,0,0,FALSE,Seven Summit Treks
EVER14133,Everest,2014,Spring,2014-04-18,2014-04-18,2014-04-27,Other,5350,6,0,0,0,FALSE,Seven Summit Treks
EVER14156,Everest,2014,Spring,2014-04-23,2014-04-23,2014-04-28,Other,5350,1,0,3,0,FALSE,Nombu Trekking
EVER14118,Everest,2014,Spring,2014-04-11,2014-04-17,2014-04-25,Accident (death or serious injury),5800,5,0,5,0,FALSE,High Altitude Dreams
EVER14103,Everest,2014,Spring,2014-04-13,2014-04-18,2014-04-24,Accident (death or serious injury),5800,2,0,0,0,FALSE,Asian Trekking
EVER14126,Everest,2014,Spring,2014-04-19,2014-04-19,2014-04-26,Other,5350,5,0,5,0,FALSE,Himalayan Guides
EVER14149,Everest,2014,Spring,NA,NA,NA,Did not reach base camp,NA,1,0,0,0,FALSE,Shangri-La Nepal Treks
EVER14145,Everest,2014,Spring,2014-04-18,2014-04-18,2014-04-30,Other,5350,1,0,1,0,FALSE,Prestige Adventure
EVER14147,Everest,2014,Spring,2014-04-16,2014-04-23,2014-04-26,Other,5350,1,0,1,0,FALSE,Adventure Ascents
EVER14148,Everest,2014,Spring,2014-04-24,2014-04-24,2014-04-25,Other,5350,4,0,5,0,FALSE,Shangri-La Nepal Treks
EVER14136,Everest,2014,Spring,2014-04-27,2014-04-27,2014-04-28,Other,5350,1,0,0,0,FALSE,Seven Summit Treks
EVER14151,Everest,2014,Spring,2014-04-09,2014-04-09,2014-04-27,Other,5350,4,0,6,0,FALSE,Dream Himalaya Adventures
EVER14153,Everest,2014,Spring,2014-04-14,2014-05-25,2014-05-31,Success (main peak),8850,5,0,5,0,TRUE,Makalu Adventure
EVER14154,Everest,2014,Spring,2014-05-09,2014-05-23,2014-05-29,"Bad weather (storms, high winds)",7800,2,0,0,0,FALSE,Cho Oyu Trekking
EVER14161,Everest,2014,Spring,2014-05-07,2014-05-23,2014-05-25,Success (main peak),8850,1,0,5,0,TRUE,Himalayan Sherpa Adventure
EVER14163,Everest,2014,Spring,2014-04-17,2014-04-23,2014-05-04,"Illness, AMS, exhaustion, or frostbite",6400,1,0,1,0,TRUE,Expedition Himalaya (Seven Summit Treks permit)
EVER14165,Everest,2014,Spring,2014-04-14,2014-05-25,2014-06-01,Success (main peak),8850,6,0,5,0,TRUE,Everest Parivar
EVER14166,Everest,2014,Spring,2014-04-17,2014-05-24,2014-05-28,Success (main peak),8850,19,0,18,0,TRUE,7 Summits Adventure
EVER14150,Everest,2014,Spring,2014-04-13,2014-04-18,2014-04-22,Accident (death or serious injury),5800,11,0,4,3,FALSE,Shangri-La Nepal Treks
EVER14152,Everest,2014,Spring,2014-04-15,2014-05-25,2014-05-28,Success (main peak),8850,5,0,7,0,TRUE,Arun Treks
EVER14127,Everest,2014,Spring,2014-04-17,2014-05-24,2014-05-29,"Bad weather (storms, high winds)",7800,1,0,1,0,FALSE,Adventure Thamserku (Seven Summit Treks permit)
EVER14135,Everest,2014,Spring,2014-04-15,2014-04-18,2014-04-27,Other,5800,13,0,6,0,FALSE,Seven Summit Treks
EVER14164,Everest,2014,Spring,2014-04-16,2014-05-24,2014-05-29,Success (main peak),8850,4,0,3,0,TRUE,Monterosa Treks
EVER14123,Everest,2014,Spring,NA,NA,NA,Other,5350,4,0,0,0,FALSE,Shangri-La Nepal Treks?
EVER14144,Everest,2014,Spring,NA,2014-04-19,NA,Other,6400,35,0,16,0,FALSE,Beyul Adventure
EVER14124,Everest,2014,Spring,NA,NA,NA,Other,5350,5,0,0,0,FALSE,Himalayan Guides
EVER14162,Everest,2014,Spring,NA,NA,NA,Other,5350,3,0,0,0,FALSE,NA
EVER14138,Everest,2014,Spring,2014-04-12,NA,2014-04-27,Other,5350,7,0,0,0,FALSE,Snowy Horizon Treks
EVER14139,Everest,2014,Spring,NA,NA,NA,Other,5350,6,0,0,0,FALSE,Trekking Camp Nepal?
EVER14141,Everest,2014,Spring,NA,NA,NA,Other,5350,3,0,0,0,FALSE,7 Summits Adventure
EVER14143,Everest,2014,Spring,2014-04-17,2014-04-17,2014-04-28,Other,5350,2,0,3,0,FALSE,Trekking Camp Nepal
EVER14146,Everest,2014,Spring,2014-04-16,2014-04-18,2014-04-26,Accident (death or serious injury),5800,3,0,2,1,FALSE,Himalayan Ascent (Seven Summit Treks permit)
EVER14134,Everest,2014,Spring,NA,2014-04-18,NA,Accident (death or serious injury),5800,7,0,2,2,FALSE,Seven Summit Treks
EVER14155,Everest,2014,Spring,NA,NA,NA,Other,5350,9,0,0,0,FALSE,Ascent Himalayas
EVER14157,Everest,2014,Spring,NA,NA,NA,Other,5350,1,0,0,0,FALSE,Himalayan Guides
EVER14158,Everest,2014,Spring,NA,NA,NA,Other,5350,1,0,0,0,FALSE,Himalayan Guides
EVER14159,Everest,2014,Spring,NA,NA,NA,Other,5350,1,0,0,0,FALSE,Nepal Charity Treks
EVER14160,Everest,2014,Spring,NA,NA,NA,Other,5350,2,0,0,0,FALSE,High Altitude Dreams permit
EVER14167,Everest,2014,Spring,2014-04-16,2014-05-25,2014-05-29,Success (main peak),8850,1,0,1,0,TRUE,Himalayan Guides (Seven Summit Treks permit)
EVER14168,Everest,2014,Spring,2014-04-17,2014-05-23,2014-05-29,"Illness, AMS, exhaustion, or frostbite",7800,1,0,1,0,TRUE,Seven Summit Treks
EVER15168,Everest,2015,Spring,2015-04-13,2015-04-25,2015-04-27,Other,6500,17,1,20,0,FALSE,Himalayan Guides
EVER15112,Everest,2015,Spring,2015-04-13,2015-04-17,2015-05-01,Other,6400,9,0,9,0,FALSE,Seven Summit Treks
EVER15122,Everest,2015,Spring,2015-04-11,2015-04-23,2015-05-01,Other,6400,7,0,14,0,FALSE,Expedition Himalaya
EVER15159,Everest,2015,Spring,2015-04-12,2015-04-22,2015-05-24,Other,6400,14,0,27,6,FALSE,Himalayan Guides
EVER15160,Everest,2015,Spring,2015-04-12,2015-04-24,2015-05-01,Other,6100,4,0,5,0,FALSE,Himalayan Trailblazer
EVER15129,Everest,2015,Spring,2015-04-09,2015-04-23,2015-04-27,Other,6500,3,0,5,0,FALSE,High Altitude Dreams
EVER15105,Everest,2015,Spring,2015-04-13,2015-04-24,2015-05-04,Other,6400,12,0,7,0,FALSE,Everest Parivar
EVER15140,Everest,2015,Spring,2015-04-09,2015-04-09,2015-04-27,Other,5350,4,0,5,0,FALSE,Dream Himalaya Adventures
EVER15115,Everest,2015,Spring,2015-04-10,2015-04-23,2015-05-02,Other,6400,1,0,0,0,FALSE,Seven Summit Treks
EVER15158,Everest,2015,Spring,2015-04-15,2015-04-25,2015-04-29,Other,6100,2,0,2,0,FALSE,Himalayan Guides
EVER15120,Everest,2015,Spring,2015-04-16,2015-04-23,2015-05-01,Other,7000,5,0,0,0,FALSE,Expedition Himalaya
EVER15137,Everest,2015,Spring,2015-04-25,2015-04-25,2015-05-01,Other,5100,8,0,0,0,FALSE,Shangri-La Nepal Treks
EVER15109,Everest,2015,Spring,2015-04-15,2015-04-22,2015-04-30,Other,6000,2,0,0,0,FALSE,Thamserku Trekking
EVER15116,Everest,2015,Spring,2015-04-11,2015-04-25,2015-04-28,Other,5950,1,0,1,0,FALSE,Seven Summit Treks
EVER15135,Everest,2015,Spring,2015-04-20,2015-04-23,2015-05-04,Other,6400,15,0,20,0,FALSE,Arun Treks
